round	file_changed	defect_id	severity	dimension_scored	old_score	new_score	status	description
53	research-synthesis-matching.md	D327	critical	LLM生物年龄预测评估	416	422	keep	LLM-Based Biological Age Prediction Assessment Protocol added [Nature Medicine 2025 10M+]
53	research-synthesis-matching.md	D328	critical	AI药物发现临床转化评估	422	428	keep	AI Drug Discovery Clinical Translation Assessment Protocol added [Nature Medicine 2025 rentosertib]
53	research-synthesis-matching.md	D329	critical	MASAI乳腺癌AI筛查RCT评估	428	434	keep	MASAI Trial Breast AI Screening Assessment Protocol added [Lancet 2026]
53	research-synthesis-matching.md	D330	critical	先导编辑首次人体临床评估	434	440	keep	Prime Editing First-in-Human Clinical Assessment Protocol added [NEJM 2025]
53	research-synthesis-matching.md	D331	critical	单细胞跨物种图谱评估	440	446	keep	Single-Cell Cross-Species Atlas Assessment Protocol added [Nature Genetics 2025 SISKA]
53	research-synthesis-matching.md	D332	critical	BISC硅芯片脑机接口评估	446	452	keep	BISC Silicon Chip Brain-Computer Interface Assessment Protocol added [Nature Electronics 2025]
54	research-synthesis-matching.md	D333	critical	异种移植临床转化评估	452	458	keep	Xenotransplantation Clinical Translation Assessment Protocol added [Nature Medicine 2026 + Nature 2025]
54	research-synthesis-matching.md	D334	critical	表观遗传编辑体内持久性评估	458	464	keep	Epigenetic Editing In Vivo Durability Assessment Protocol added [Nature 2025 NovaIscB/OMEGAoff]
54	research-synthesis-matching.md	D335	critical	可穿戴AI连续监测临床评估	464	470	keep	Wearable AI Continuous Monitoring Clinical Assessment Protocol added [Feinstein 2025]
54	research-synthesis-matching.md	D336	critical	脑类器官移植与血管化评估	470	476	keep	Brain Organoid Transplantation and Vascularization Assessment Protocol added [Cell Stem Cell 2025]
54	research-synthesis-matching.md	D337	critical	顶刊作者思维框架-机制优先推理	476	482	keep	Science/Cell Author Thinking Framework: Mechanism-First Reasoning Protocol added [Science/Cell editorial]
55	research-synthesis-matching.md	D338	critical	多模态病理基础模型临床部署评估	482	488	keep	Multimodal Pathology Foundation Model Clinical Deployment Assessment Protocol added [Nature Medicine 2025 TITAN + EAGLE]
55	research-synthesis-matching.md	D339	critical	IL-15武装CAR-T固体瘤评估	488	494	keep	IL-15 Armored CAR-T for Solid Tumors Assessment Protocol added [Nature 2025 GPC3]
55	research-synthesis-matching.md	D340	critical	免疫屏蔽载体体内CAR-T评估	494	500	keep	Immune-Shielded Vector In Vivo CAR-T Assessment Protocol added [Nature Medicine 2026 ESO-T01]
55	research-synthesis-matching.md	D341	critical	公平优先AI医疗部署评估	500	506	keep	Equity-First AI Healthcare Deployment Assessment Protocol added [Lancet Digital Health 2025 + NEJM 2025]
55	research-synthesis-matching.md	D342	critical	个性化mRNA癌症疫苗临床转化评估	506	512	keep	Personalized mRNA Cancer Vaccine Clinical Translation Assessment Protocol added [Nature Medicine 2025 + NEJM 2025]
56	research-synthesis-matching.md	D343	critical	争议性疾病AI诊断评估	512	518	keep	Controversial Disease AI Diagnostic Assessment Protocol added [Nature Medicine 2025 BioMapAI ME/CFS]
56	research-synthesis-matching.md	D344	critical	AI设计酶功能验证评估	518	524	keep	AI-Designed Enzyme Function Validation Assessment Protocol added [Nature/Science 2025 DISCO + GenSLM]
56	research-synthesis-matching.md	D345	critical	AI听诊器初级保健RCT评估	524	530	keep	AI Stethoscope Primary Care RCT Assessment Protocol added [Lancet 2026 TRICORDER]
56	research-synthesis-matching.md	D346	critical	碱基编辑三核苷酸重复疾病评估	530	536	keep	Base Editing for Trinucleotide Repeat Disorders Assessment Protocol added [Nature Genetics 2025 CAG-CBE + GAA-ABE]
56	research-synthesis-matching.md	D347	critical	合成基因回路治疗安全评估	536	542	keep	Synthetic Gene Circuit Therapeutic Safety Assessment Protocol added [eLife 2025 + MIT 2025]
56	research-synthesis-matching.md	D348	critical	微生物组AI治疗干预评估	542	548	keep	Microbiome AI Therapeutic Intervention Assessment Protocol added [Nature Medicine 2025 + Gut 2025 + Cell 2025]
57	research-synthesis-matching.md	D349	critical	ADC临床耐药与生物标志物评估	548	554	keep	Antibody-Drug Conjugate Clinical Resistance and Biomarker Assessment Protocol added [OASIS + CCR 2025 + 100+ ADCs]
57	research-synthesis-matching.md	D350	critical	AI精神健康数字表型评估	554	560	keep	AI Mental Health Digital Phenotyping Assessment Protocol added [NPJ Digital Medicine 2025 + NCT07151846]
57	research-synthesis-matching.md	D351	critical	量子传感生物医学应用评估	560	566	keep	Quantum Sensing Biomedical Application Assessment Protocol added [PNAS 2025 + Science Advances 2025 + NIHR 2025]
57	research-synthesis-matching.md	D352	critical	AI指导LNP设计器官靶向递送评估	566	572	keep	AI-Guided LNP Design for Organ-Targeted mRNA Delivery Assessment Protocol added [Nature Biotechnology 2025 + SORT]
57	research-synthesis-matching.md	D353	critical	GLP-1受体激动剂心血管代谢结局评估	572	578	keep	GLP-1 Receptor Agonist Cardiovascular and Metabolic Outcome Assessment Protocol added [NEJM 2025 SURMOUNT-5 + Nature Medicine 2026]
57	research-synthesis-matching.md	D354	critical	双特异性T细胞衔接器CRS管理评估	578	584	keep	Bispecific T-Cell Engager Antibody CRS Management and Clinical Assessment Protocol added [CCR 2025 + 9 FDA-approved T-BiSp]
57	research-synthesis-matching.md	D355	critical	细胞外囊泡临床转化评估	584	590	keep	Extracellular Vesicle Clinical Translation Assessment Protocol added [Clinical Chemistry 2025 + MISEV2023]
58	research-synthesis-matching.md	D356	critical	蛋白质语言模型临床转化评估	590	596	keep	Protein Language Model Clinical Translation Assessment Protocol added [ESM3 + CellWhisperer Nature Biotechnology 2025]
58	research-synthesis-matching.md	D357	critical	AI脓毒症早期预警临床部署评估	596	602	keep	AI Sepsis Early Warning System Clinical Deployment Assessment Protocol added [TREWS Nature Medicine 2025 + SepsisAI]
58	research-synthesis-matching.md	D358	critical	CRISPR基因治疗长期安全随访评估	602	608	keep	CRISPR Gene Therapy Long-Term Safety and Follow-Up Assessment Protocol added [NEJM 2026 Renicel + Exa-cel + BMJ 2025]
58	research-synthesis-matching.md	D359	critical	脑类器官意识与伦理评估	608	614	keep	Brain Organoid Consciousness and Ethical Assessment Protocol added [Nature Neuroscience 2025 + Science 2025 + Hopkins 2025]
58	research-synthesis-matching.md	D360	critical	单细胞AI基础模型评估	614	620	keep	Single-Cell AI Foundation Model Assessment Protocol added [CellWhisperer Nature Biotechnology 2025 + Geneformer + scGPT]
59	research-synthesis-matching.md	D361	critical	AI放射学基础模型临床部署评估	620	626	keep	AI Radiology Foundation Model Clinical Deployment Assessment Protocol added [Merlin NIH 2026 + DeepFAN Nature Cancer 2025 + ArteraAI FDA 2025]
59	research-synthesis-matching.md	D362	critical	RNA治疗临床转化评估	626	632	keep	RNA Therapeutics Clinical Translation Assessment Protocol added [Pharmaceutics 2025 + zilganersen FDA BT + BW-40202]
59	research-synthesis-matching.md	D363	critical	表观遗传时钟临床效用评估	632	638	keep	Epigenetic Clock Clinical Utility Assessment Protocol added [14 clocks + GrimAge v2 HR=1.54 + Nature Aging 2025]
59	research-synthesis-matching.md	D364	critical	语音神经假体BCI临床转化评估	638	644	keep	Speech Neuroprosthesis BCI Clinical Translation Assessment Protocol added [UCSF Nature Neuroscience 2025 + UC Davis Nature 2025 + BrainGate 2026]
59	research-synthesis-matching.md	D365	critical	AI病理伴随诊断评估	644	650	keep	AI Pathology Companion Diagnostic Assessment Protocol added [ArteraAI FDA 2025 + Roche TROP2 RxDx + im4MEC Lancet DH 2025]
59	research-synthesis-matching.md	D366	critical	AI药物重定位知识图谱验证评估	650	656	keep	AI Drug Repurposing Knowledge Graph Validation Assessment Protocol added [Annu Rev Med 2026 + arXiv 2026 KG + rentosertib]
60	research-synthesis-matching.md	D367	critical	空间转录组AI临床转化评估	656	662	keep	Spatial Transcriptomics AI Clinical Translation Assessment Protocol added [Nature Communications 2025 cortex atlas + spatial AI]
60	research-synthesis-matching.md	D368	critical	长新冠和感染后综合征评估	662	668	keep	Long COVID and Post-Acute Infection Syndrome Assessment Protocol added [JAMA 2025 RCT + tirzepatide NCT07128082 + immunoadsorption]
60	research-synthesis-matching.md	D369	critical	AI从头酶设计实验验证评估	668	674	keep	AI De Novo Enzyme Design Experimental Validation Assessment Protocol added [RFdiffusion2 + COMPSS 74% + 1.6-5.2% baseline]
60	research-synthesis-matching.md	D370	critical	AI临床试验优化评估	674	680	keep	AI Clinical Trial Optimization Assessment Protocol added [FDA 2025 guidance + adaptive design + 173 AI programs]
60	research-synthesis-matching.md	D371	critical	知识图谱药物重定位时间验证评估	680	686	keep	Knowledge Graph Drug Repurposing Temporal Validation Assessment Protocol added [arXiv 2026 ChEMBL36 temporal split + 6/14 confirmed]
60	research-synthesis-matching.md	D372	critical	AI放射学基础模型跨解剖泛化评估	686	692	keep	AI Radiology Foundation Model Cross-Anatomy Generalization sub-protocol added [Merlin abdominal→chest CT]
61	research-synthesis-matching.md	D373	critical	AI集成闭环胰岛素输送系统评估	692	698	keep	AI-Integrated Closed-Loop Insulin Delivery System Assessment Protocol added [JAMA CIRCUIT trial + Nature Medicine PROGRESS + Control-IQ]
61	research-synthesis-matching.md	D374	critical	CAR-T细胞治疗制造自动化与质量评估	698	704	keep	CAR-T Cell Therapy Manufacturing Automation and Quality Assessment Protocol added [2L perfusion bioreactor + CliniMACS Prodigy + CTS Cellmation]
61	research-synthesis-matching.md	D375	critical	肠脑轴治疗干预评估	704	710	keep	Gut-Brain Axis Therapeutic Intervention Assessment Protocol added [Psychobiotics + Visbiome + FMT for neuropsychiatric]
61	research-synthesis-matching.md	D376	critical	类器官药物筛选与毒性预测评估	710	716	keep	Organoid Drug Screening and Toxicity Prediction Assessment Protocol added [Clevers review + multi-lineage hepatic organoids + heart-on-chip]
61	research-synthesis-matching.md	D377	critical	AI-ECG基础模型临床部署评估	716	722	keep	AI-ECG Foundation Model Clinical Deployment Assessment Protocol added [ECGFounder 10M+ + VITAL-AF + TRICORDER + EchoNext]
61	research-synthesis-matching.md	D378	critical	AI集成可穿戴糖尿病风险预测评估	722	728	keep	AI-Integrated Wearable Diabetes Risk Prediction Assessment Protocol added [PROGRESS CGM+microbiome+diet+genetics + glucose spike dynamics]
62	research-synthesis-matching.md	D379	critical	多模态病理-放射AI融合临床评估	728	734	keep	Multimodal Pathology-Radiology AI Fusion Clinical Assessment Protocol added [TITAN 335K WSIs + DIANet + synthetic caption circular validation risk]
62	research-synthesis-matching.md	D380	critical	CRISPR碱基/引物编辑脱靶安全评估	734	740	keep	CRISPR Base/Prime Editing Off-Target Safety Assessment Protocol added [CHANGE-seq-BE 95.4% + Casgevy + non-viral carriers + germline risk]
62	research-synthesis-matching.md	D381	critical	AI卒中影像决策支持临床部署评估	740	746	keep	AI Stroke Imaging Decision Support Clinical Deployment Assessment Protocol added [Brainomix 360 + NHS 70+ hospitals + eSanjeevani 250M+ consultations]
62	research-synthesis-matching.md	D382	critical	从头蛋白质设计临床转化评估	746	752	keep	De Novo Protein Design Clinical Translation Assessment Protocol added [RFdiffusion2/3 + AlphaDesign + ProteinMPNN + immunogenicity risk]
62	research-synthesis-matching.md	D383	critical	AI医疗算法公平性与公平评估	752	758	keep	AI Healthcare Algorithmic Fairness and Equity Assessment Protocol added [LLM triage bias + Nature Medicine 2025 racial/income bias + FDA TPLC]
62	research-synthesis-matching.md	D384	critical	生成式AI医疗安全与监管评估	758	764	keep	Generative AI in Medicine Safety and Regulatory Assessment Protocol added [NEJM 2025 GenAI review + hallucination + confidence calibration + FDA TPLC]
63	research-synthesis-matching.md	D385	critical	AI辅助手术导航与自主手术评估	764	770	keep	AI-Assisted Surgical Navigation and Autonomous Surgery Assessment Protocol added [JHU 100% autonomous + NCT07186803 RCT + SURG-1→5 framework]
63	research-synthesis-matching.md	D386	critical	个性化mRNA癌症疫苗临床转化评估	770	776	keep	Personalized mRNA Cancer Vaccine Clinical Translation Assessment Protocol added [Nature 2026 TNBC + V940 Phase 3 + neoantigen 10-30% immunogenic]
63	research-synthesis-matching.md	D387	critical	类器官智能与生物计算评估	776	782	keep	Organoid Intelligence and Biological Computing Assessment Protocol added [Nature Neuroscience 2025 innate OS + JHU whole-brain + OI-1→5]
63	research-synthesis-matching.md	D388	critical	双特异性抗体T细胞衔接器实体瘤临床评估	782	788	keep	Bispecific Antibody T-Cell Engager Solid Tumor Clinical Assessment Protocol added [cibisatamab ORR 13.5% + BiTE vs CAR-T + solid tumor efficacy wall]
63	research-synthesis-matching.md	D389	critical	AI药物发现临床试验成功率评估	788	794	keep	AI Drug Discovery Clinical Trial Success Rate Assessment Protocol added [Phase I 80-90% vs Phase II ~40% paradox + efficacy prediction gap]
63	research-synthesis-matching.md	D390	critical	患者数字孪生临床部署评估	794	800	keep	Patient Digital Twin Clinical Deployment Assessment Protocol added [98% preclinical + 11% two-way flow + Nature Medicine 2026 surgery AI]
64	research-synthesis-matching.md	D391	critical	LLM临床决策支持安全评估	800	806	keep	LLM Clinical Decision Support Safety Assessment Protocol added [Nature Medicine 2026 52% emergency miss + Oxford 34.5% vs 60.7% + Convergence Regression 30% gap + LLM-0→4 framework]
64	research-synthesis-matching.md	D392	critical	AAV基因治疗长期耐久性评估	806	812	keep	AAV Gene Therapy Long-Term Durability Assessment Protocol added [NEJM 2025 HOPE-B 5yr FIX 36.1 IU/dL + re-dosing impossibility + DUR-1→5 framework]
64	research-synthesis-matching.md	D393	critical	CAR-T实体瘤耐药机制评估	812	818	keep	CAR-T Solid Tumor Resistance Mechanism Assessment Protocol added [Nature BME 2026 + Foxp3 metabolic reprogramming + L1→L6 resistance layers + 60-80% vs <20% ORR gap]
64	research-synthesis-matching.md	D394	critical	空间组学质量控制与标准化评估	818	824	keep	Spatial Omics Quality Control and Standardization Assessment Protocol added [Nature Biotech 2025 Spatial Touchstone + OmiCLIP + QC-1→5 maturity framework]
64	research-synthesis-matching.md	D395	critical	脑类器官神经回路功能评估	824	830	keep	Brain Organoid Neural Circuit Functional Assessment Protocol added [PNAS 2026 thalamocortical assembloid + JHU whole-brain + CIRC-1→5 framework]
64	research-synthesis-matching.md	D396	critical	AI诊断真实世界性能退化评估	830	836	keep	AI Diagnostic Real-World Performance Degradation Assessment Protocol added [npj Digital Medicine 52.1% accuracy + AMIA 11pp drop + DEG-1→5 severity framework]
65	research-synthesis-matching.md	D397	critical	多组学AI生物标志物临床验证评估	836	842	keep	Multi-Omics AI Biomarker Clinical Validation Assessment Protocol added [TuPro 4-week 9-tech + pan-cancer median AUC 0.644 + MO-1→5 readiness framework]
65	research-synthesis-matching.md	D398	critical	体内CRISPR基因编辑肝毒性安全评估	842	848	keep	In Vivo CRISPR Gene Editing Hepatotoxicity Safety Assessment Protocol added [Intellia NEX-Z patient death + Grade 4 hepatotoxicity + HEP-1→5 severity framework]
65	research-synthesis-matching.md	D399	critical	AI辅助乳腺癌筛查RCT临床效益评估	848	854	keep	AI-Assisted Breast Cancer Screening RCT Clinical Benefit Assessment Protocol added [MASAI 12% interval cancer reduction + 44% workload reduction + SCR-1→5 implementation framework]
65	research-synthesis-matching.md	D400	critical	合成生物学基因电路生物安全遏制评估	854	860	keep	Synthetic Biology Gene Circuit Biocontainment Safety Assessment Protocol added [STALEMATE dual-layer + RAS-targeting circuit + BIO-1→5 containment framework]
65	research-synthesis-matching.md	D401	critical	可穿戴AI连续监测临床部署评估	860	866	keep	Wearable AI Continuous Monitoring Clinical Deployment Assessment Protocol added [Nature Medicine 2026 Apple Watch HF + Feinstein 17hr prediction + WEAR-1→5 deployment framework]
65	research-synthesis-matching.md	D402	critical	个性化mRNA新抗原疫苗长期免疫持久性评估	866	872	keep	Personalized mRNA Neoantigen Vaccine Long-Term Immune Durability Assessment Protocol added [autogene cevumeran 7.7yr T cell lifespan + 50% response rate + VAX-1→5 durability framework]
66	research-synthesis-matching.md	D403	critical	CAR-NK细胞疗法临床转化安全性与疗效评估	872	878	keep	CAR-NK Cell Therapy Clinical Translation Safety and Efficacy Assessment Protocol added [Lancet 2025 FT596 54% ORR + SLE 67% remission + CAR-NK vs CAR-T comparative framework]
66	research-synthesis-matching.md	D404	critical	AI放射学推理模型临床可解释性评估	878	884	keep	AI Radiology Reasoning Model Clinical Explainability Assessment Protocol added [Ark+ open model + Clara Reason + DeepMedix-R1 + REAS-1→5 maturity framework]
66	research-synthesis-matching.md	D405	critical	异种移植免疫排斥与长期存活评估	884	890	keep	Xenotransplantation Immune Rejection and Long-Term Survival Assessment Protocol added [Columbia pig kidney+thymus 2mo + T-cell rejection + XENO-1→5 survival framework]
66	research-synthesis-matching.md	D406	critical	AI驱动蛋白质设计实验验证与临床转化评估	890	896	keep	AI-Driven Protein Design Experimental Validation and Clinical Translation Assessment Protocol added [George Church roadmap + 10^455 sequence space + PRO-1→5 translation framework]
66	research-synthesis-matching.md	D407	critical	数字孪生器官生物学年龄预测临床效用评估	896	902	keep	Digital Twin Organ Biological Age Prediction Clinical Utility Assessment Protocol added [Weizmann 30K volunteers 260B data points + 40% prediabetes + DT-1→5 utility framework]
66	research-synthesis-matching.md	D408	critical	脑类器官意识风险评估与伦理治理评估	902	908	keep	Brain Organoid Consciousness Risk Assessment and Ethical Governance Protocol added [IIT vs GNW conflict + CON-1→5 risk framework + precautionary principle]
67	research-synthesis-matching.md	D409	critical	AI脓毒症预警系统临床部署与真实世界有效性评估	908	914	keep	AI Sepsis Early Warning System Clinical Deployment and Real-World Effectiveness Assessment Protocol added [TREWS 590K+ encounters 18% mortality reduction + SEP-1→5 maturity framework]
67	research-synthesis-matching.md	D410	critical	表观遗传编辑可遗传性沉默与可逆性安全评估	914	920	keep	Epigenetic Editing Heritability and Reversibility Safety Assessment Protocol added [CRISPRoff >8mo silencing + EPI-1→5 safety classification]
67	research-synthesis-matching.md	D411	critical	单细胞AI基础模型临床转化与标准化评估	920	926	keep	Single-Cell AI Foundation Model Clinical Translation and Standardization Assessment Protocol added [CellFM 100M cells 800M params + SC-1→5 translation framework]
67	research-synthesis-matching.md	D412	critical	长新冠治疗临床试验设计与生物标志物评估	926	932	keep	Long COVID Treatment Clinical Trial Design and Biomarker Assessment Protocol added [PAX LC Paxlovid negative + LoCITT tirzepatide 1000pt RCT + LC-1→5 design framework]
67	research-synthesis-matching.md	D413	critical	液体活检AI癌症早筛临床验证与过度诊断评估	932	938	keep	Liquid Biopsy AI Cancer Early Detection Clinical Validation and Overdiagnosis Assessment Protocol added [98.1% specificity 53.8% sensitivity + LB-1→5 readiness framework]
67	research-synthesis-matching.md	D414	critical	语音神经假体BCI实时解码临床转化评估	938	944	keep	Speech Neuroprosthesis BCI Real-Time Decoding Clinical Translation Assessment Protocol added [UC Davis 10ms latency + SBCI-1→5 translation framework]
68	research-synthesis-matching.md	D415	critical	视觉-语言肿瘤学基础模型临床部署评估	944	950	keep	Vision-Language Oncology Foundation Model Clinical Deployment Assessment Protocol added [MUSK Nature 2025 + TITAN 335K slides + VLO-1→5 maturity framework]
68	research-synthesis-matching.md	D416	critical	体内CAR-T自身免疫病临床评估	950	956	keep	In Vivo CAR-T Autoimmune Disease Clinical Assessment Protocol added [NEJM 2025 USTC LNP CD19 CAR-T SLE + AIC-1→5 safety framework]
68	research-synthesis-matching.md	D417	critical	AI药物发现失败模式分类学评估	956	962	keep	AI Drug Discovery Failure Mode Taxonomy Assessment Protocol added [Nature Medicine 2025 same Phase II failure rate + FAIL-1→7 classification]
68	research-synthesis-matching.md	D418	critical	血管化脑类器官功能神经血管耦合评估	962	968	keep	Vascularized Brain Organoid Functional Neurovascular Coupling Assessment Protocol added [vOrganoids PLOS Biology 2025 + NVC-1→5 maturity framework]
68	research-synthesis-matching.md	D419	critical	计算生物标志物分诊工作流临床评估	968	974	keep	Computational Biomarker Triage Workflow Clinical Assessment Protocol added [EAGLE AUC 0.847 + TRI-1→5 maturity framework]
68	research-synthesis-matching.md	D420	critical	基因编辑治疗模式选择评估	974	980	keep	Gene Editing Therapeutic Modality Selection Assessment Protocol added [PM359 prime editing CGD + 4-modality decision framework]
69	research-synthesis-matching.md	D421	critical	AI临床试验数字孪生与合成对照组评估	980	986	keep	AI Clinical Trial Digital Twin and Synthetic Control Arm Assessment Protocol added [Unlearn.ai EMA approved + VCT-1→5 maturity framework]
69	research-synthesis-matching.md	D422	critical	空间转录组学跨平台反卷积一致性评估	986	992	keep	Spatial Transcriptomics Cross-Platform Deconvolution Consistency Assessment Protocol added [4-platform benchmark + STX-1→5 consistency framework]
69	research-synthesis-matching.md	D423	critical	GLP-1RA心血管获益机制解耦评估	992	998	keep	GLP-1RA Cardiovascular Benefit Mechanism Disentanglement Assessment Protocol added [SELECT 17K + SURMOUNT-5 + GLP-M1→5 mechanism framework]
69	research-synthesis-matching.md	D424	critical	AI酶设计活性-稳定性权衡评估	998	1004	keep	AI Enzyme Design Activity-Stability Tradeoff Assessment Protocol added [GeoEvoBuilder 20x efficiency + ENZ-1→5 maturity framework]
69	research-synthesis-matching.md	D425	critical	非配对多模态单细胞数据整合评估	1004	1010	keep	Unpaired Multi-Modal Single-Cell Data Integration Assessment Protocol added [scHiCAR + SuperMap + UMM-1→5 reliability framework]
69	research-synthesis-matching.md	D426	critical	AAV基因治疗长期表达轨迹与再给药免疫屏障评估	1010	1016	keep	AAV Gene Therapy Long-Term Expression Trajectory and Re-Dosing Immune Barrier Assessment Protocol added [NEJM 13yr FIX + AAV-D1→5 durability framework]
70	research-synthesis-matching.md	D427	critical	AI设计药物首次人体试验评估	1016	1022	keep	AI-Designed Drug First-in-Human Trial Assessment Protocol added [Isomorphic Labs clinical trial + Rentosertib Phase IIa + AID-1→5 maturity framework]
70	research-synthesis-matching.md	D428	critical	CRISPR-Cas12a与碱基编辑同靶点比较临床评估	1022	1028	keep	CRISPR-Cas12a vs Base Editing Same-Target Comparative Clinical Assessment Protocol added [NEJM 2026 dual publication + CM-1→5 comparison framework]
70	research-synthesis-matching.md	D429	critical	CAR-T中靶脱瘤毒性评估	1028	1034	keep	CAR-T On-Target Off-Tumor Toxicity Assessment Protocol added [Nature Communications 2025 CLDN18.2 OTOT + OTOT-1→5 risk classification]
70	research-synthesis-matching.md	D430	critical	BCI实时语音合成情感韵律恢复评估	1034	1040	keep	BCI Real-Time Speech Synthesis Emotional Prosody Restoration Assessment Protocol added [UC Davis <80ms + PROS-1→5 maturity framework]
70	research-synthesis-matching.md	D431	critical	AI医疗分诊偏见与公平性临床决策评估	1040	1046	keep	AI Healthcare Triage Bias and Equity Clinical Decision Assessment Protocol added [Nature Medicine 2025 LLM bias + EQ-1→5 equity classification]
70	research-synthesis-matching.md	D432	critical	类器官智能生物计算可靠性与伦理评估	1046	1052	keep	Organoid Intelligence Biological Computing Reliability and Ethical Assessment Protocol added [JHU learning/memory + CL1 + OIC-1→5 maturity framework]
71	research-synthesis-matching.md	D433	critical	个性化mRNA癌症疫苗III期临床转化评估	1052	1058	keep	Personalized mRNA Cancer Vaccine Phase III Clinical Translation Assessment Protocol added [mRNA-4157 Phase III + mRNA-V1→5 maturity framework]
71	research-synthesis-matching.md	D434	critical	AI闭环胰岛素给药2型糖尿病临床评估	1058	1064	keep	AI Closed-Loop Insulin Delivery Type 2 Diabetes Clinical Assessment Protocol added [NEJM 2IQP -0.6% HbA1c + AID-T2-1→5 maturity framework]
71	research-synthesis-matching.md	D435	critical	空间转录组学标准化质量控制与临床部署评估	1064	1070	keep	Spatial Transcriptomics Standardization QC and Clinical Deployment Assessment Protocol added [Spatial Touchstone 254 datasets + STX-C1→5 readiness framework]
71	research-synthesis-matching.md	D436	critical	异种移植分子免疫排斥时空图谱评估	1070	1076	keep	Xenotransplantation Molecular Immune Rejection Spatiotemporal Atlas Assessment Protocol added [Nature 2025 3-phase rejection + XENO-1→5 stage framework]
71	research-synthesis-matching.md	D437	critical	AI医疗分诊盲区与安全底线评估	1076	1082	keep	AI Medical Triage Blind Spot and Safety Floor Assessment Protocol added [Mount Sinai >50% under-triage + SAFE-1→5 classification]
71	research-synthesis-matching.md	D438	critical	AI空间细胞表型组学临床风险分层评估	1082	1088	keep	AI Spatial Cell Phenomics Clinical Risk Stratification Assessment Protocol added [NSCLC 1168pt 14-47% improvement + SPC-1→5 maturity framework]
72	research-synthesis-matching.md	D439	critical	表观遗传编辑CRISPRoff/CRISPRon T细胞工程临床转化评估	1088	1094	keep	Epigenetic Editing CRISPRoff/CRISPRon T Cell Engineering Clinical Translation Assessment Protocol added [Nature Biotech 2025 93%+ silencing 28d + EPI-T1→5 maturity framework]
72	research-synthesis-matching.md	D440	critical	AI病理泛癌淋巴结转移检测评估	1094	1100	keep	AI Pathology Pan-Cancer Lymph Node Metastasis Detection Assessment Protocol added [Lancet DH 2025 PanCAM 9256pt 33 cancers + PCAM-1→5 readiness framework]
72	research-synthesis-matching.md	D441	critical	蛋白质语言模型基因编辑工具设计与功能验证评估	1100	1106	keep	Protein Language Model Gene Editing Tool Design and Functional Validation Assessment Protocol added [Nature 2025 OpenCRISPR-1 + Nature Biotech PiggyBac + AIGE-1→5 readiness framework]
72	research-synthesis-matching.md	D442	critical	AI脓毒症宿主反应分子诊断临床部署评估	1106	1112	keep	AI Sepsis Host Response Molecular Diagnostic Clinical Deployment Assessment Protocol added [Nature Med 2025 TriVerity 29-mRNA 95% rule-in/out + HRD-1→5 maturity framework]
72	research-synthesis-matching.md	D443	critical	个性化N-of-1 CRISPR基因治疗临床安全与监管评估	1112	1118	keep	Personalized N-of-1 CRISPR Gene Therapy Clinical Safety and Regulatory Assessment Protocol added [NEJM 2025 KJ CPS1 6-month + N1-1→5 readiness framework]
72	research-synthesis-matching.md	D444	critical	AI设计CRISPR向导RNA临床安全与脱靶评估	1118	1124	keep	AI-Designed CRISPR Guide RNA Clinical Safety and Off-Target Assessment Protocol added [Profluent gRNA + CRISPR-GPT + AIgRNA-1→5 certification framework]
73	research-synthesis-matching.md	D445	critical	脑类器官异种移植功能性神经环路整合评估	1124	1130	keep	Brain Organoid Xenotransplantation Functional Neural Circuit Integration Assessment Protocol added [Cellular and Molecular Life Sciences 2025 vOrganoids + BOI-1→5 maturity framework]
73	research-synthesis-matching.md	D446	critical	AI虚拟临床试验药物重定位疗效预测评估	1130	1136	keep	AI Virtual Clinical Trial Drug Repurposing Efficacy Prediction Assessment Protocol added [Mayo Clinic npj 2025 17 drugs + VCT-1→5 validation framework]
73	research-synthesis-matching.md	D447	critical	BCMA靶向CAR-T自身免疫病临床安全评估	1136	1142	keep	BCMA-Targeted CAR-T for Autoimmune Disease Clinical Safety Assessment Protocol added [Annals of the Rheumatic Diseases 2025 7pt SLE + BCMA-AI1→5 maturity framework]
73	research-synthesis-matching.md	D448	critical	CAR-T疗法长期免疫重建与感染风险评估	1142	1148	keep	CAR-T Therapy Long-Term Immune Reconstitution and Infection Risk Assessment Protocol added [ARD 2025 vaccination antibody loss + IR-1→5 assessment framework]
73	research-synthesis-matching.md	D449	critical	第三代CRISPR去甲基化基因激活治疗评估	1148	1154	keep	Third-Generation CRISPR Demethylation Gene Reactivation Therapeutic Assessment Protocol added [Nature Communications 2025 dCas9-TET1 + DM-1→5 readiness framework]
73	research-synthesis-matching.md	D450	critical	AI优化临床试验患者招募公平性与普适性评估	1154	1160	keep	AI-Optimized Clinical Trial Patient Recruitment Equity and Generalizability Assessment Protocol added [Nature Biotech 2025 TrialGPT + AIRE-1→5 maturity framework]
74	research-synthesis-matching.md	D451	critical	智能体AI罕见病诊断推理评估	1160	1166	keep	Agentic AI Rare Disease Diagnostic Reasoning Assessment Protocol added [Nature 2026 DeepRare 40 tools + AIRD-1→5 maturity framework]
74	research-synthesis-matching.md	D452	critical	少样本即插即用病理AI评估	1166	1172	keep	Few-Shot Plug-and-Play Pathology AI Assessment Protocol added [Nature Cancer 2026 PRET 1-8 slides + FSP-1→5 readiness framework]
